Sucursal;Division;Categoria;Grupo;Producto;ProdNombre;Proveedor;SALDOUNDTOTAL; Total Costo Und.
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000004;FILTRO D/ACEITE N/FRONTIER  C-206L;SIN ESPESIFICAR;1;L146.01
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000005;FILTRO DE COMBUSTIBLE PARA CAMION INTER;SIN ESPESIFICAR;2;L608.70
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000009;FITRO DE AIRE (FORD RANGER) 2.2L NIPON;SIN ESPESIFICAR;1;L351.65
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000010;FILTRO DE DIESEL FUJITOYO;SIN ESPESIFICAR;1;L139.96
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000011;FILTRO DE COMBUSTIBLE;LLANTICENTROS CEIBEÑOS S. DE R.L.;5;L7,547.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000013;BORNE DE BATERIA (PAR);ELECTRO CONTROLES S. DE R.L DE C.V;55;L5,110.34
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000015;FILTRO DE COMBUSTIBLE   FC-158;SIN ESPESIFICAR;1;L190.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000021;FILTRO DE AIRE IZUSU NPR;SIN ESPESIFICAR;5;L2,180.13
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000027;FILTRO DE DIESEL DEL NPR USAR;SIN ESPESIFICAR;1;L111.71
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000035;FILTRO DE DIESEL FTR SECUNDARIOCASA JAAR;SIN ESPESIFICAR;2;L600.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000041;FILTRO DE ACEITE PARA CAMION NPR ;INAUTO DE HONDURAS , S. A. DE C.V.;4;L1,092.78
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000047;FILTRO DE ACEITE 0826;CORPORACION FLORES S.A ;1;L189.26
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000052;FILTRO DE ACEITE 1K2 BUSITO 11;SIN ESPESIFICAR;1;L121.39
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000528;FILTRO DE ACEITE PH8A USAR;PARTES AUTOMOTRICES GEO, S.A. DE C.V.;8;L1,171.08
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000861;FILTRO DE AIRE PEQUEÑO FTR              ;EMILIO J. JAAR & CIA.;2;L2,172.67
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000881;FILTRO DE ACEITE HONDA CRV              ;INAUTO DE HONDURAS , S. A. DE C.V.;2;L124.39
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000908;FILTRO P/AIRE HONDA CRV ;INAUTO DE HONDURAS , S. A. DE C.V.;6;L906.57
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000969;FILTRO P/DIESEL BUSITO 11;SIN ESPESIFICAR;1;L188.93
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000972;FILTRO P/AIRE BUSITOS;INAUTO DE HONDURAS , S. A. DE C.V.;1;L176.37
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC000977;FILTRO DE COMBUSTIBLE GENERADOR USAR;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;8;L832.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001050;FILTRO DE ACEITE PH2840;SIN ESPESIFICAR;1;L461.95
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001057;FILTRO DE ACEITE PATROL;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;1;L153.83
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001085;FILTRO DE ACEITE 51515;LLANTICENTROS CEIBEÑOS S. DE R.L.;1;L152.90
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001221;FILTRO DE ACEITE ALLAS;LLANTICENTROS CEIBEÑOS S. DE R.L.;1;L135.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001292;FILTRO AIRE/DEPURADOR EXTERNO MOTOR FVR ;SERGIO RAMON SARMIENTO MURILLO;2;L4,173.91
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001293;FILTRO AIRE/DEPURADOR INTERNO MOTOR FVR ;AUTO REPUESTOS BIGOTES S RL DE CV;2;L3,662.61
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001316;FILTRO ENFRIAMIENTO;SIN ESPESIFICAR;1;L500.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001359;FILTRO DE ACEITE GENERADOR 25KW;SYCOM S.A. DE C.V.;3;L1,043.49
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001360;FILTRO DE DIESEL GENERADOR 25KW;SYCOM S.A. DE C.V.;1;L330.43
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001361;FILTRO DIESEL GENERADOR 25KW;SYCOM S.A. DE C.V.;1;L300.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001362;FILTRO DE AIRE GENERADOR 25KW;SYCOM S.A. DE C.V.;3;L1,695.66
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001363;FILTRO DE ACEITE GENERADOR 18KW;SYCOM S.A. DE C.V.;2;L608.70
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001364;FILTRO DE DIESEL GENERADOR 18KW;SYCOM S.A. DE C.V.;13;L3,900.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001365;FILTRO DIESEL GENERADOR 18KW;SYCOM S.A. DE C.V.;8;L2,400.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001366;FILTRO DE AIRE PARA GENERADOR 18KW;SYCOM S.A. DE C.V.;24;L10,800.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001511;FILTRO P/DIESEL BUSITOS IMPRESSA;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;5;L963.20
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001539;FILTRO DE ACEITE L-200;INAUTO DE HONDURAS , S. A. DE C.V.;3;L365.52
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001540;FILTRO P/AIRE L-200;INAUTO DE HONDURAS , S. A. DE C.V.;3;L366.04
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001542;FILTRO DE ACEITE CAMION FVR C721K;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;3;L1,922.78
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001601;FILTRO DE ACEITE COROLLA;INAUTO DE HONDURAS , S. A. DE C.V.;1;L67.81
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001602;FILTRO DE AIRE COROLLA;INAUTO DE HONDURAS , S. A. DE C.V.;2;L170.79
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001801;FILTRO DE AIRE NPR CONICO;SERGIO RAMON SARMIENTO MURILLO;1;L900.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001825;FILTRO DE DIESEL L-200;INAUTO DE HONDURAS , S. A. DE C.V.;3;L365.52
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001826;FILTRO DE CABINA L-200;INAUTO DE HONDURAS , S. A. DE C.V.;9;L1,137.55
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001874;FILTRO DE ACEITE FORD ;INAUTO DE HONDURAS , S. A. DE C.V.;1;L98.92
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001990;FILTRO P/AIRE KIA K2700;INAUTO DE HONDURAS , S. A. DE C.V.;3;L650.95
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC001991;FILTRO CABINA KIA K2700;INAUTO DE HONDURAS , S. A. DE C.V.;3;L452.38
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC002013;FILTRO P/ACEITE BUSITO 21;INAUTO DE HONDURAS , S. A. DE C.V.;4;L285.40
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC002014;FILTRO P/AIRE BUSITO 21;INAUTO DE HONDURAS , S. A. DE C.V.;3;L512.62
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC002015;FILTRO P/CABINA BUSITO 21;INAUTO DE HONDURAS , S. A. DE C.V.;3;L476.02
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC002016;FILTRO P/DIESEL BUSITO 21;INAUTO DE HONDURAS , S. A. DE C.V.;2;L729.39
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC002017;FILTRO DE AIRE FORD TRANSIT;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;1;L347.82
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC002052;FILTRO DIESEL SECUNDARIO NPR;REPUESTOS Y ACCESORIOS CARRASCO, S. DE R.L.;5;L564.28
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC002053;FILTRO DIESEL PRIMARIO NPR;REPUESTOS Y ACCESORIOS CARRASCO, S. DE R.L.;4;L754.29
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;MEC002103;FILTRO P/ACEITE FORD TRANSIT;INAUTO DE HONDURAS , S. A. DE C.V.;1;L113.33
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000084;BUJES (GENERICOS TOYOTA HIACE);INAUTO DE HONDURAS , S. A. DE C.V.;20;L2,417.76
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000087;EMPAQUE BOMBA DE FRENOS (TOYOTA HIACE);MASTER BRAKE Y MAS ;1;L38.40
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000089;AMORTIGUADOR TRASERO (TOYOTA HIACE);SIN ESPESIFICAR;2;L1,981.56
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000093;BUJE CORTO DE TIJERA SUPERIOR;SIN ESPESIFICAR;5;L2,504.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000094;BUJE LARGO DE TIJERA P/HIACE;SIN ESPESIFICAR;3;L1,434.30
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000104;VENTILADORA PARA BUSITO TOYOTA HIACE.;SIN ESPESIFICAR;2;L8,718.06
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000105;ESFERICA P/TOYOTA HIACE;SIN ESPESIFICAR;4;L2,254.68
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000115;BOMBA DE FRENOS ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;2;L6,157.98
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000117;SELLO INT. RDA TRAS TOYOTA;SIN ESPESIFICAR;9;L1,239.75
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000122;TUERCAS MM2-125;ROBERTO PASTOR ORTIZ AVILA;2;L25.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000142;ESFERICA TOYOTA HIACE GENERICA;SIN ESPESIFICAR;2;L1,182.88
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000154;KIT DE EMPAQUES P/HIACE;SIN ESPESIFICAR;1;L3,915.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000177;PUNTAS DE DIRECCION ;SIN ESPESIFICAR;5;L1,975.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000178;RETENEDOR ISUZU;AUTO ELECTRICO PENIEL, S DE R.L DE C.V.;1;L427.72
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000185;KIT DE EMPAQUE DE FRENO P/HIACE;SIN ESPESIFICAR;1;L315.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000186;KIT DE PEINE;SIN ESPESIFICAR;1;L2,150.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000188;RETENEDOR P/SIGUAÑAL P/HIACE;SIN ESPESIFICAR;3;L300.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000192;TUERCA PARA RUEDA BRONCE 1.5;SIN ESPESIFICAR;1;L30.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000201;BALINERA DE DIFERENCIAL;SIN ESPESIFICAR;1;L655.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000203;KIT DE CHOUTCH;SIN ESPESIFICAR;1;L519.60
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000230;BARRA ESTABILIZADORA  HIACE   555;LLANTICENTROS CEIBEÑOS S. DE R.L.;1;L367.83
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000254;FILTRO DE ACEITE CH9972;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;1;L242.30
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000291;VALVULA 5L;SIN ESPESIFICAR;1;L202.18
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000527;ROTOR DE FRENOS ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;4;L7,153.33
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000536;TIJERA SUPERIOR RH TOYOTA HIACE;LLANTICENTROS CEIBEÑOS S. DE R.L.;2;L3,067.40
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000548;SOPORTE DE CAJA P/HAICE;SIN ESPESIFICAR;6;L4,476.48
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000588;BALERO DE COLLARIN MAZDA BT50;SIN ESPESIFICAR;2;L1,527.68
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000630;BUJIA INCANDESCENTE;INAUTO DE HONDURAS , S. A. DE C.V.;6;L2,198.30
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000642;BOMBA DE FRENO H100;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;1;L423.09
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000643;ESFERA SUPERIOR MAZDA BT50;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;5;L4,254.58
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000653;LIQUIDO REFRIGERANTE COOLANT;SIN ESPESIFICAR;2;L139.14
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000676;VENTILADOR CARRO 18 12V ASPA PLASTICA;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;1;L701.96
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000680;FILTRO D/AGUA 60X250MM CULL;SIN ESPESIFICAR;1;L167.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000686;BOMBA AUXILIAR CLUTCH 0315;DISTRIBUIDORA MILENIUM 2000 S.A.;4;L2,869.60
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000687;BOMBA CENTRAL CLUTCH;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;3;L5,067.25
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000693;BALERO PILOTO;INAUTO DE HONDURAS , S. A. DE C.V.;2;L220.11
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000734;TIJERA INFERIOR IZ                  ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;3;L3,085.71
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000735;TIJERA INFERIOR DER                ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;3;L3,011.04
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000738;AMORTIGUADOR DEL GAS R/L                ;INAUTO DE HONDURAS , S. A. DE C.V.;2;L1,107.52
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000740;ESFERA INFERIOR BALL JOINT    ;SIN ESPESIFICAR;1;L624.83
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000743;TERMINAL BARRA ESTABILIZADORA HAICE     ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;14;L9,430.68
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000745;TERMINAL DIRECC EXT HAICE               ;SIN ESPESIFICAR;1;L422.11
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000761;BOMBA CENTRAL FRENO                     ;INAUTO DE HONDURAS , S. A. DE C.V.;1;L3,159.78
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000766;BAMBA P/AGUA H100                       ;SIN ESPESIFICAR;2;L3,095.52
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000789;PRENSA CLUTCH 236MM                     ;INAUTO DE HONDURAS , S. A. DE C.V.;1;L2,988.62
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000790;DISCO CLUTCH 236MM                      ;INAUTO DE HONDURAS , S. A. DE C.V.;1;L2,082.60
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000798;TERMINAL BARRA ESTABILIZADORA           ;INAUTO DE HONDURAS , S. A. DE C.V.;2;L831.63
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000839;AMORTIGUADOR TRSERO              ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;3;L4,119.43
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000956;BUSHING H/RESOR 2PCS FORG RANGER;SIN ESPESIFICAR;1;L212.10
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC000959;SELLO VALVULA MAZDA BT50;AUTOREPUESTOS S.A DE C.V;1;L21.74
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001001;ESFERA SUPERIOR H100;SIN ESPESIFICAR;3;L3,583.20
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001002;ESFERA INFERIOR H100;SIN ESPESIFICAR;1;L1,014.20
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001047;PUNTA DE DIRECCION DERECHA/HONDA CRV;SIN ESPESIFICAR;2;L1,703.14
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001048;PUNTA DE DIRECCION IZQUIERDA/HONDA CRV;SIN ESPESIFICAR;1;L851.57
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001049;CREMALLERA DE DIRECCION P/HONDA CRV;SIN ESPESIFICAR;2;L1,094.44
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001094;FAJA DE DISTRIBUCION 0158-22031;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;6;L2,252.76
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001098;TERMINAL CREMALLERA;LLANTICENTROS CEIBEÑOS S. DE R.L.;1;L683.33
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001111;ESFERA INFERIOR BUSITO;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;8;L12,372.80
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001115;HULE BARRA TENSORA;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;1;L104.79
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001144;PASTILLAS DE FRENO TRAS. LEXUS;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;2;L2,160.14
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001154;PROTECTOR TERMINAL BTP6ES;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;3;L494.76
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001158;MIRROR ADHESIVE ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;11;L559.46
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001160;SUPRESOR DE HUMO ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;5;L2,616.45
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001161;POLVO DE BRONCE ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;9;L178.74
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001163;BOMBA LATERAL ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;2;L2,367.38
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001200;BUJES 1/2 BARRA ESTABILIZADORA ;LLANTICENTROS CEIBEÑOS S. DE R.L.;2;L154.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001201;BOMBA MAESTRA DE CLUTCH 0402;LLANTICENTROS CEIBEÑOS S. DE R.L.;1;L947.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001202;BOMBA AUXILIAR DE CLUTCH 0405;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;2;L1,301.95
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001223;POLVERA INFERIOR;MASTER BRAKE Y MAS ;1;L153.43
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001319;TIJERA SUPERIOR H100 L;SIN ESPESIFICAR;2;L3,000.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001320;TIJERA MAZDA L;SIN ESPESIFICAR;2;L3,400.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001323;FRICCIONES DELANTERAS WAGNER MITSUBISHI L200;LLANTICENTROS CEIBEÑOS S. DE R.L.;2;L2,027.20
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001379;FRICCIONES DELANTERA HONDA CRV;LLANTICENTROS CEIBEÑOS S. DE R.L.;2;L2,365.75
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001380;FRICCIONES TRASERAS HONDA CRV;LLANTICENTROS CEIBEÑOS S. DE R.L.;1;L719.60
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001474;GALON DE ALMOROL DE TABLERO VEHICULOS ;DORIS AZUCENA JIMENEZ IRAHETA;1;L130.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001478;FRCCIONES DELANTERAS  TOYOTA PRADO ;CORPORACION FLORES S.A ;2;L8,184.50
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001479;FRICCIONES TRASERAS TOYOTA PRADO ;CORPORACION FLORES S.A ;1;L2,860.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001574;FRICCIONES DELANTERAS BUSITOS ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;3;L4,259.20
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001840;TIJERA SUPERIOR LH HIACE NAKAMOTO;LLANTICENTROS CEIBEÑOS S. DE R.L.;2;L3,225.60
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001887;DISCO D/FRENO TRASERO CADILLAC ESCALADE;TRANSIT INC;2;L2,621.83
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001888;DISCO D/FRENO DELANTERO CADILLAC ESCALADE;TRANSIT INC;2;L2,621.82
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001914;BANDA DE TIEMPO BUSITOS;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;1;L498.92
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001955;ROTOR FRENO TRASERO BUSITO;CARIBBEAN AUTO PARTS S DE RL DE CV;2;L2,800.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC001956;JUEGO FRICCIONES TRASERAS BUSITOS ;SUPER REPUESTOS HONDURAS, S.A. DE C.V.;3;L2,988.58
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC002006; JUEGO FRICCIONES FRONTALES BUSITO 29;CARIBBEAN AUTO PARTS S DE RL DE CV;1;L1,200.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC002031;TERMINAL DE DIRECCION BUSITOS;INAUTO DE HONDURAS , S. A. DE C.V.;8;L3,506.11
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC002032;TERMINAL DE CREMALLERA BUSITOS;LLANTICENTROS CEIBEÑOS S. DE R.L.;2;L1,292.20
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC002101;FRICCION DELANTERAS LEXUS ;CORPORACION FLORES S.A ;1;L5,164.00
BSU01;MECANICA;REPUESTOS Y ACCESORIOS;REPUESTOS DE MOTOR;MEC002150;FILTRO P/AIRE CRV GRIS;INAUTO DE HONDURAS , S. A. DE C.V.;1;L188.97
