Sucursal;Division;Categoria;Grupo;Producto;ProdNombre;Proveedor;SALDOUNDTOTAL; Total Costo Und.
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003445;CONECTOR LT RECTO 3;DISTRIBUIDORA INDUSTRIAL S.A. DE C.V.;13;L3,701.49
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003446;PERNO CARRO 3/8X5;LA PERLA DEL COLOR S DE R.L.;46;L787.52
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003458;LLAVES ALLEN 9PC 1.5 10MM TOTAL;AGENCIA LA MUNDIAL S.A DE C.V;1;L70.48
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003488;JUEGO ABOCINADOR 3/16 5/8 STANL;AGENCIA LA MUNDIAL S.A DE C.V;1;L327.55
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003489;CINTA METRICA LASER 0.5+60MT TOTAL;AGENCIA LA MUNDIAL S.A DE C.V;1;L887.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003492;GUANTE PVC L GRASE MONKEY;AGENCIA GLOBAL;1;L120.65
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003567;AQUA RESLIN 1 LITRO;ESENCIAS NATURALES S. DE R.L.;3;L2,250.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003570;CUBETA FINAL 4LB;ESENCIAS NATURALES S. DE R.L.;1;L1,150.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003602;TUBO PVC POT 25MM 1X6MTS SDR26 / PROYEC;LUIS ENRIQUE MUNGUIA/PROYECTO;2;L269.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003661;BROCA HIERRO 3/16;AGENCIA LA MUNDIAL S.A DE C.V;11;L177.51
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003747;NIVELADOR PL STICO 35MM ROSCA NEGRO;MADECENTER HONDURAS S.A.;89;L1,547.83
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003754;ABRAZADERA EMT DOBLE TAPA 2;DISTRIBUIDORA INDUSTRIAL S.A. DE C.V.;17;L107.61
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004011;FELPA RODILLO 4X3/8 VIKI;JOCSAN RUEDA/PROYECTO;1;L11.64
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004055;RUEDA 13X3.5 EJE 5/8  GENERADOR ;ALEJANDRO NAPOLEON LARACH LARACH;2;L2,215.56
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004183;BATERIA INALAMBRICA 20V 4A TOTAL;AGENCIA LA MUNDIAL S.A DE C.V;1;L684.66
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004184;CARGADOR BAT GENE 20V 4A TOTAL;AGENCIA LA MUNDIAL S.A DE C.V;1;L202.15
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004185;PISTOLA CLAVADORA INAL 20V TOTAL;AGENCIA LA MUNDIAL S.A DE C.V;1;L2,821.74
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004284;TRUP DISCO SIERRA 60X7-1/4 USAR;LA PERLA DEL COLOR S DE R.L.;5;L853.45
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004325;SEPARADORES P/CERAMICA DE 3MM 100PC;AGENCIA LA MUNDIAL S.A DE C.V;4;L32.72
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004348;SERRUCHO COLA DE ZORRO;AGENCIA LA MUNDIAL S.A DE C.V;1;L69.16
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004472;CARGADOR AUTOMATICO 10A 6V12V P/GENERADOR ;AGENCIA LA MUNDIAL S.A DE C.V;2;L3,513.16
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004474;ESPONJA MULTIUSOS ;RICARDO JESUS BENDECK TURCIOS;1;L20.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004527;BOMBA P/BARRIL MANUAL C/PAL;AGENCIA LA MUNDIAL S.A DE C.V;1;L407.50
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004555;BATERIA P/TALADRO INALA 20V 4A DEW;AGENCIA LA MUNDIAL S.A DE C.V;1;L2,083.34
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004586;LIJA 80 CHINA 2024;SIN ESPESIFICAR;3,736.00;L7,009.03
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004618;SIERRA MANUAL CHINA 2024;SIN ESPESIFICAR;8;L4,249.17
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004620;TALADRO ALAMBRICO ROTAMARTILLO CHINA 2024;SIN ESPESIFICAR;8;L6,031.08
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004621;TALADRO MADRIL INALAMBRICO CHINA 2024;SIN ESPESIFICAR;12;L11,513.92
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004622;TOPE 3 PIE DE LARGO CHINA 2024;SIN ESPESIFICAR;30;L3,289.70
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004627;CABULLA CHINA 2026;SIN ESPESIFICAR;1,014.00;L56,812.03
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004658;TORNILLO C/ ARANDELA PUNTA FINA 1/2;RICARDO JESUS BENDECK TURCIOS;409;L204.50
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004676;PERNO DE CARRETERA/OJO DE GATO BLANCO CHINA 2024;SIN ESPESIFICAR;200;L2,604.41
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004677;PERNO DE CARRETERA/OJO DE GATO AMARILLO CHINA 2024;SIN ESPESIFICAR;200;L3,426.72
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004709;TROCO LLANTA SOLIDA PRETUL CAPAC. 992LBS 450GLOBAL;AGENCIA GLOBAL;1;L3,187.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004815;PULIDORA P/CARRO 5 120W ORBITAL  ACM;AGENCIA LA MUNDIAL S.A DE C.V;1;L1,543.91
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004850;CILINDRO DE 100 LIBRAS ;AGENCIA LA MUNDIAL S.A DE C.V;7;L16,625.70
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004853;PISTOLA DE ANTIGRAVA;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;2;L1.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004855;PISTOLA HVLP 1.4 MM AZUL;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;1;L0.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004856;PISTOLA HVLP 2.0 MM ROJA;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;5;L0.67
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004877;CILINDRO P/GAS 100 LB;AGENCIA LA MUNDIAL S.A DE C.V;6;L14,250.60
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004911;SEPARADORES P/CERAMICA DE 2MM ;PAPER DEPOT S.A DE C.V;5;L87.10
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON005012;TERMINAL DE OJO LARGA 3/0;DISTRIBUIDORA INDUSTRIAL S.A. DE C.V.;9;L547.64
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON005013;TERMINAL DE OJO LARGA 2/0;DISTRIBUIDORA INDUSTRIAL S.A. DE C.V.;4;L196.75
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON005051;EXTENCION MAGNETICA P/PUNTAS DE TALADRO;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;11;L597.68
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006003;BROCA P/CERAMICA  5/16;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;4;L400.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006086;EMPAQUE VINILIO P/MANGUERA 10PC;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;2;L80.57
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006184;BROCA CONCRETO 5/8;AGENCIA LA MUNDIAL S.A DE C.V;1;L162.65
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006191;CINCEL PLANO 40MMX14;AGENCIA LA MUNDIAL S.A DE C.V;10;L275.93
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006203;"ESCALERA DE 6"" FIBRA DE VIDRIO CHINA 2025";SIN ESPESIFICAR;28;L69,248.06
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006207;RODO GIRATORIO 50X21MM C/F;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;31;L693.16
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006290;YEE PVC DE 3 PULG USAR ;CARLOS ALBERTO URBINA VELASQUEZ/PROYECTO;5;L560.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006300;BOQUILLA P/AIRE 1/4 METAL;AGENCIA LA MUNDIAL S.A DE C.V;7;L556.99
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006301;BROCA CONCRETO 3/4X12 DEWALT ;AGENCIA LA MUNDIAL S.A DE C.V;3;L560.13
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006338;CINTA REFLECTIVA AMARILLA 3M (2X150 PIES);AGENCIA LA MUNDIAL S.A DE C.V;72;L1,019.52
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006490;BARRA HEXAGONAL 7/81M ;AGENCIA LA MUNDIAL S.A DE C.V;1;L316.02
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006667;TOPE 2 7/8 P PUERTA CLAVO  ;PAPER DEPOT S.A DE C.V;8;L419.20
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006719;PORTAEQUIPAJES GRANDE USO HOTEL CHINA 2024;SIN ESPESIFICAR;2;L5,031.35
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006720;PORTAEQUIPAJES PEQUEÑO HO-001/CHINA 2024;SIN ESPESIFICAR;1;L5,613.95
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006722;PORTAEQUIPAJES G-114 CHINA 2024 USO HOTEL;SIN ESPESIFICAR;9;L10,496.40
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006761;BALINERA P/TROCO UND;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;2;L104.35
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006780;SOLDADORA ELEC INVE 160A 110V/220V TOTAL;AGENCIA LA MUNDIAL S.A DE C.V;1;L2,144.22
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006906;"BROCHA P/PINTURA 2"" CHINA 2024";SIN ESPESIFICAR;518;L1,420.62
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006912;CANDADO 50MM 13403-615-2B CHINA 2024 CAJA ROJA ;SIN ESPESIFICAR;1;L18.16
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006915;LENTES D/SEGURIDAD OSCUROS CHINA 2024 (14972-615-1;SIN ESPESIFICAR;983;L9,823.25
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006931;BOMBA P/INFLAR COLCHON PROYECTOS;RAMIRO CARDENAS/PROYECTOS;1;L115.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006973;MASKING VERDE 1.8CM*20 CHINO 2024  ;SIN ESPESIFICAR;14,182.00;L52,780.87
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006974;MASKING VERDE 2.4CM*20 CHINO 2024 ;SIN ESPESIFICAR;7,915.00;L38,809.30
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006975;CUCHILLA CHINA 2024;SIN ESPESIFICAR;4,215.00;L39,145.04
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006989;CINTURON P/CARGA S-XXXL CHINO 2026;SIN ESPESIFICAR;484;L24,272.77
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON007030;TRAMPOLIM /GERENCIA ;SIN ESPESIFICAR;3;L3.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON007079;BANDA BX-67;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;2;L1,480.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008073;DESRIPEADOR SANIT 15X5;AGENCIA LA MUNDIAL S.A DE C.V;10;L300.30
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008101;GAFA ELECTRONICA SOLDAR RECTANGULAR;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;4;L0.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008156;"ESCALERA DE 4"" FIBRA DE VIDRIO CHINA 2025";SIN ESPESIFICAR;8;L16,676.98
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008215;BOTE P/AGUA 700ML HOTEL;SIN ESPESIFICAR;731;L12,594.52
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008329;PERNO ANCLAJE P / VARILLA ROSCADA 3/8;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;19;L388.17
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008506;SEPARADORES DE CERAMICA ;ANGEL ANTONIO SPEED LARA;6;L57.27
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008883;NIVEL DE 12 STANLEY;AGENCIA LA MUNDIAL S.A DE C.V;1;L134.87
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008898;TAMBOR P/CORTINA METALICA 8X2;FERRETERIA ZUMMAR S.A DE C.V.;12;L1,909.98
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008900;BROCA P/HIERRO 1/8;ANGEL ANTONIO SPEED LARA;22;L1,186.87
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008901;BROCA P/HIERRO 5/16 USAR E.C;AGENCIA LA MUNDIAL S.A DE C.V;5;L456.77
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008931;REDUCTOR VELOC 183X30X6CM C/PER PARA CARRO;AGENCIA LA MUNDIAL S.A DE C.V;4;L4,058.40
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON008978;BALANZA KTRUE CHINA 2025;SIN ESPESIFICAR;6;L3,073.90
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009002;BROCA P/CERAMICA ;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;8;L742.64
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009083;TORNILLO GOLOSO FLAT GALV 14X3;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1,021.00;L1,633.02
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009100;CANDADO 50MM CHINA 2025 ;SIN ESPESIFICAR;131;L2,375.59
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009101;CANDADO 60MM CHINA 2025;SIN ESPESIFICAR;123;L2,676.56
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009142;NIVEL ALUMINIO 24 STANLEY;AGENCIA LA MUNDIAL S.A DE C.V;1;L188.12
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009147;RECIPIENTE TRUPER MASILLA TABLA YESO METAL;FERRETERIA EL BARATILLO S.A;1;L173.91
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009369;CANDADO JEKOSA RESISTENTE AMAZON;AMAZON (USA);1;L760.17
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009405;ASPIRADORA 8-GLNN 5HP STANLEY;AGENCIA LA MUNDIAL S.A DE C.V;3;L7,787.70
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009460;LLAVE M/TOLSEN P/TUBERIA D/24;FERRETERIA EL BARATILLO S.A;1;L364.35
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009466;LLAVIN PELOTA DORADO VIKINGO ;JOSE LUIS TEJEDA SOTO;1;L134.78
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009517;PLANA C/ESPONJA DE 12 TRUPER;RICARDO JESUS BENDECK TURCIOS;3;L372.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009580;TALADRO PERCUT 20V 1/2 2B DW ;AGENCIA LA MUNDIAL S.A DE C.V;1;L5,827.68
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009595;PAINT MASK;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;4;L1,615.44
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009596;CARTUCHO DE FILTROS ;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;2;L378.96
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009597;SET DE PREFILTROS PARA MASCARILLA;DISTRIBUIDORA DE MATERIALES S. DE R.L. DE C.V.;4;L96.12
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009618;DISCO SIERRA 10X100 USAR;LA PERLA DEL COLOR S DE R.L.;3;L1,467.33
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009619;DISCO SIERRA 12X40 USAR;LA PERLA DEL COLOR S DE R.L.;3;L1,191.36
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009620;DISCO SIERRA 12X60;LA PERLA DEL COLOR S DE R.L.;5;L2,129.60
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009622;DISCO SIERRA 12X100;LA PERLA DEL COLOR S DE R.L.;5;L3,208.65
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009758;LLAVIN PARA MUEBLE DE RELOJ;SIN ESPESIFICAR;14;L335.35
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009762;LENTES DE SEGURIDAD  ANTIRASGUÑOS CHINA 2026;SIN ESPESIFICAR;448;L2,183.85
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009786;PEDESTAL VECTOR ANTIHURTO REP.;SISTEMA DE SEGURIDAD PREVENTIVA ELECTRONICA S DE R;3;L15,450.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009873;BROCA TITANIO DEWALT 5/16;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;3;L391.30
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;SEL001084;CORTA CIRCUITO C/ROMPE ARCO 27KV UL;ELECTRO CONTROLES S. DE R.L DE C.V;1;L3,750.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;SEL001105;CABLE THHN 12 NEGRO ROLLO 500;ELECTRO CONTROLES S. DE R.L DE C.V;1;L4.75
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;SEL001115;TAPA METAL 4X4 1/2;CYME. S. DE R.L.;7;L53.76
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;SEL001218;CONECTOR EMT DE TORNILLO 2 1/2;DISTRIBUIDORA INDUSTRIAL S.A. DE C.V.;23;L2,190.42
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;SEL001219;CURVA EMT 2 1/2;DISTRIBUIDORA INDUSTRIAL S.A. DE C.V.;5;L2,679.50
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;SEL001597;CABLE THHN 12 ROJO  PIE;ELECTRO CONTROLES S. DE R.L DE C.V;1,905.00;L9,048.77
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;SEL001827;CORTA CIRCUITO 15KV/13.5 100A ROMPE ARCO;ELECTRO CONTROLES S. DE R.L DE C.V;1;L3,100.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;USA000067;PALA M/ TRUPER CUADRADA PCL P;SIN ESPESIFICAR;1;L135.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;USA000109;USADO BARRIL DE 55 GAL SIN TAPADERA;SIN ESPESIFICAR;1;L800.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;USA000129;BISAGRAS ESCONDIDAS  POR PAR;SIN ESPESIFICAR;56;L56.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON000305;LLAMADOR P/MADERA BRONCE HERMEX;SIN ESPESIFICAR;1;L23.98
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON000397;MANERAL P/PINTAR USAR;AGENCIA LA MUNDIAL S.A DE C.V;19;L340.86
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON001996;"HERMEX PAR BISAGRA DE 2""";FERRETERIA EL BARATILLO S.A;1;L25.23
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON003587;TUBO #2 PVC SR26 / PROYEC ;LUIS ENRIQUE MUNGUIA/PROYECTO;1;L370.00
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON006913;CANDADO 50MM MULTILOOK CHINA 2024;SIN ESPESIFICAR;1;L23.31
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009152;MASCARA FACIAL 3M C/PAR CARTUCHO;TORNILLOS Y SERVICIOS MULTIPLES LACAST S.A DE C.V;1;L913.04
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009282;POSTE P/TABLA YESO GALV 3-5/8X10 .031MM;MADERAS Y SUMINISTROS OSEGUERA, S.A.;96;L4,862.67
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;SEL001108;CABLE THHN 12 BLANCO ;CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;165;L878.66
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON002755;TORNILLO TABLA YESO P/ FINA 7/16X7 ;MADERAS Y SUMINISTROS OSEGUERA, S.A.;58;L22.88
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON000185;BROCA DE METAL 3/8;CENTRO FERRETERO TORNIFESA S. DE R.L DE C.V.;5;L212.35
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON000314;BROCHA 4 USAR;AGENCIA LA MUNDIAL S.A DE C.V;24;L916.32
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009861;CINTA LED  NEON BLANCA(DOBLE) 450W 120V 6500K IP67;ELECTRO SUMINISTROS DE HONDURAS S. DE R.L.;1;L108.89
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON004500;CONECTOR PVC C20 1-1/2;SOLUCIONES TECNOLOGICAS ALTERNATIVAS ;3;L70.15
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009862;DRIVER CINTA LED;ELECTRO SUMINISTROS DE HONDURAS S. DE R.L.;1;L144.24
BSU01;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;CON009925;TEE 1/2 AGUA CALIENTE;SIN ESPESIFICAR;1;L10.00
