MES;DEPARTAMENTO2;Serie Descripcion;Division;Categoria;Grupo;Proveedor;UNIDAD NEG 2025;UNIDAD POS 2026;COSTO NEG 2025;COSTO POS 2025;UNIDAD NEG 2026;UNIDAD NEG 2026;COSTO NEG 2026;COSTO POS 2026
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CALCULADORA;;-1;;-L64.68;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;;-20;;-L111.96;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;;-1;;-L3.60;;-4;;-L9.81;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;;-1;;-L100.87;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-12;;-L18.36;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;;-1;;-L769.25;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-30;;-L1,967.50;;-20;;-L1,204.61;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PERFORADORA;;-1;;-L40.58;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-25;;-L2,388.35;;-18;;-L1,230.94;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TINTA SELLO;;-5;;-L16.89;;-2;;-L6.75;
FEBRERO;DESPACHO;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TONER;;;;;;-2;;-L3,800.00;
FEBRERO;DESPACHO;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-3;;-L54.50;;-10;;-L41.54;
FEBRERO;DESPACHO;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;;-80;;-L72.49;;-20;;-L18.62;
FEBRERO;DESPACHO;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-2;;-L20,216.27;;-2;;-L13.91;
FEBRERO;DESPACHO;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;;;;;-2;;-L1,716.08;
FEBRERO;DESPACHO;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;IMPRESORA;;-1;;-L9,045.07;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TINTAS;;-4;;-L480.00;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-3;;-L52.91;;-3;;-L63.94;
FEBRERO;DESPACHO;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-1;;-L22.95;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;AMBIENTALES;;-2;;-L63.11;;;;;
FEBRERO;DESPACHO;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-6;;-L540.00;;-4;;-L300.68;
FEBRERO;DESPACHO;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-2;;-L140.00;;-1;;-L59.25;
FEBRERO;DESPACHO;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;HIGIENE;;;;;;-1;;-L34.04;
FEBRERO;DESPACHO;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-6;;-L140.58;;-4;;-L454.08;
FEBRERO;DESPACHO;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;USO EXTERIORES LIMPIEZAS;;;;;;-4;;-L146.72;
FEBRERO;DESPACHO;Diarios de Suministros;SEGURIDAD;IMPLEMENTOS DE SEGURIDAD;RADIOS;;-4;;-L1,498.40;;;;;
FEBRERO;DESPACHO;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA ENTRENAMIENTO;;-2;;-L107.14;;;;;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;ARCHIVADORES;;-8;;-L240.00;;;;;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;;-1;;-L6.16;;-20;;-L532.57;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;;;;;-15;;-L15.19;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CLIPS;;;;;;-1;;-L5.60;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;;-12;;-L43.14;;-2;;-L8.39;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-1;;-L23.09;;;;;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-108;;-L150.71;;-22;;-L165.58;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;NOTAS ADHESIVAS;;-8;;-L25.18;;;;;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;;;;;-3;;-L180.69;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PERFORADORA;;;;;;-1;;-L15.69;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;SILICON;;-36;;-L76.96;;;;;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-72;;-L1,172.88;;-33;;-L620.58;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;;;;;-6;;-L99.90;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;;;;;-2;;-L100.28;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;-16;;-L649.28;;-4;;-L179.94;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;;;;;;-4;;-L3,035.42;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;CONECTORES;;;;;;-35;;-L26.12;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;DISCO DURO;;-1;;-L444.92;;;;;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;JACK;;;;;;-10;;-L60.36;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;MOUSE;;;;;;-1;;-L162.03;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;SWICHT;;;;;;-1;;-L458.00;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TECLADO;;;;;;-1;;-L198.64;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TINTAS;;-4;;-L481.58;;-2;;-L240.01;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-3;;-L75.00;;-1;;-L50.00;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-300;;-L5,423.61;;-300;;-L7,172.03;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-25;;-L294.00;;;;;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-1;;-L120.00;;-3;;-L270.34;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-2;;-L46.86;;-7;;-L794.64;
FEBRERO;DEVOLUCIONES;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;CAJAS;;;;;;-3;;-L27.27;
FEBRERO;DISPLAY;Diarios de Suministros;AIRE ACONDICIONADO;CLIMATICACION/ACCESORIOS;AIRE/ACCESORIO;;-5;;-L23,966.65;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;ARCHIVADORES;;-10;;-L300.00;;-2;;-L57.62;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BANDEJAS ARCHIVADORAS;;-1;;-L76.64;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;-3;;-L3.04;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BORRADORES;;;;;;-1;;-L2.84;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;;-1;;-L2.45;;-4;;-L9.81;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;;-1;;-L100.87;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;LAPIZ GRAFITO;;;;;;-3;;-L28.66;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-12;;-L17.14;;-16;;-L67.87;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;NOTAS ADHESIVAS;;-12;;-L37.77;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-2;;-L132.00;;-2;;-L120.46;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-2;;-L180.00;;-5;;-L750.00;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-5;;-L81.45;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TIJERA;;-1;;-L14.73;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;COCINA;VIVERES;VIVERES;;-13;;-L1,249.22;;-2;;-L169.15;
FEBRERO;DISPLAY;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;DISCOS CORTE;;-15;;-L704.35;;-17;;-L1,138.76;
FEBRERO;DISPLAY;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-16;;-L596.45;;-63;;-L2,618.63;
FEBRERO;DISPLAY;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;;-300;;-L456.83;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;CONSTRUCCION;MATERIALES;CANALETAS;;-25;;-L7,434.78;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;CONSTRUCCION;MATERIALES;CINTA AISLANTE;;-1;;-L133.74;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-26;;-L811.35;;-111;;-L4,339.87;
FEBRERO;DISPLAY;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;-5;;-L4,378.26;;-13;;-L8,162.69;
FEBRERO;DISPLAY;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;-32;;-L1,298.56;;-84;;-L3,729.74;
FEBRERO;DISPLAY;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;;-1;;-L28.00;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;PLACAS;;;;;;-1;;-L50.25;
FEBRERO;DISPLAY;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;SERVIDORES;;-1;;-L1,950.00;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TINTAS;;;;;;-4;;-L480.00;
FEBRERO;DISPLAY;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;;;;;-2;;-L50.00;
FEBRERO;DISPLAY;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-2;;-L39.02;;-6;;-L134.20;
FEBRERO;DISPLAY;Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-36;;-L2,119.45;;-24;;-L3,045.16;
FEBRERO;DISPLAY;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MATERIAL QUIRURGICO;;;;;;-1;;-L35.00;
FEBRERO;DISPLAY;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-333;;-L1,397.35;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-2;;-L150.00;;-1;;-L8.97;
FEBRERO;DISPLAY;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-1;;-L70.00;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON LIQUIDO;;-1;;-L62.86;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-4;;-L93.72;;-2;;-L227.04;
FEBRERO;DISPLAY;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;USO EXTERIORES LIMPIEZAS;;;;;;-4;;-L147.99;
FEBRERO;DISPLAY;Diarios de Suministros;SISTEMA ELECTRICO;ACCESORIOS ELECTRICOS;CONECTORES ELECTRICO;;-2;;-L7.74;;-3;;-L182.50;
FEBRERO;DISPLAY;Diarios de Suministros;SISTEMA ELECTRICO;INTERRUPTORES Y TOMACORRIENTES;INTERRUPTORES;;-1;;-L29.17;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;BREAKER DIFERENCIAL;;-2;;-L44.53;;;;;
FEBRERO;DISPLAY;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;CABLES;;-328;;-L4,236.63;;-15;;-L241.05;
FEBRERO;DISPLAY;Diarios Uniformes;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-2;;-L27.07;;;;;
FEBRERO;DISPLAY;Diarios Uniformes;SISTEMA ELECTRICO;ACCESORIOS ELECTRICOS;CONECTORES ELECTRICO;;-2;;-L7.74;;;;;
FEBRERO;DISPLAY;Diarios Uniformes;SISTEMA ELECTRICO;INTERRUPTORES Y TOMACORRIENTES;TOMACORRIENTES;;-2;;-L120.27;;;;;
FEBRERO;DISPLAY;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISA TEMPORAL;;;;;;-2;;-L108.00;
FEBRERO;DISPLAY;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA POLO;;-1;;-L145.00;;-2;;-L117.09;
FEBRERO;DISPLAY;(en blanco);CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;;2;;L27.07;;;;
FEBRERO;DISPLAY;(en blanco);SISTEMA ELECTRICO;ACCESORIOS ELECTRICOS;CONECTORES ELECTRICO;;;2;;L7.74;;;;
FEBRERO;DS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL TERMICO;;-100;;-L1,243.18;;;;;
FEBRERO;DS;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-1;;-L8.09;;;;;
FEBRERO;DS;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-2;;-L50.00;;;;;
FEBRERO;DS;Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-1;;-L43.25;;;;;
FEBRERO;DS;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MATERIAL QUIRURGICO;;-1;;-L34.63;;;;;
FEBRERO;DS;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;-8;;-L101.86;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;ATADURAS;;-5;;-L80.70;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CELOFAN;;-1;;-L99.78;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;;-10;;-L8.61;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;;-2;;-L201.74;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-6;;-L138.14;;-3;;-L102.27;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL TERMICO;;-50;;-L621.59;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAPRECIO;;-10;;-L41.88;;-10;;-L41.88;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-2;;-L127.62;;-1;;-L150.00;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-9;;-L20.29;;-5;;-L105.43;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CARPINTERIA;COMPONENTES;ACABADOS BRILLANTES;;-5;;-L4,707.00;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CARPINTERIA;LAMINA CONTRACHAPADO;LAMINA DE FORMICA;;;;;;-2;;-L709.95;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CARPINTERIA;LAMINA CONTRACHAPADO;PLAYWOOD;;-15;;-L5,803.91;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CARPINTERIA;MADERA;MADERA;;-3;;-L1,025.00;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;DISCOS CORTE;;-7;;-L426.09;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-2;;-L7.20;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;;-310;;-L276.64;;-50;;-L1,430.00;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CONSTRUCCION;MADERA;MADERA;;-30;;-L13,120.00;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;DILUYENTES;;-1;;-L540.00;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-47;;-L7,601.21;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;-3;;-L2,448.78;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;TUBOS;;;;;;-2;;-L332.06;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;DECORACIONES;ADORNO DECORACION;ADORNOS NAVIDEÑOS;;-6;;-L281.76;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TRANSFERENCIA;;-3;;-L154.65;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-7;;-L175.00;;-4;;-L100.00;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA MEMBRETADA;;-199;;-L5,700.04;;-100;;-L2,815.16;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-4;;-L194.65;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-51;;-L331.32;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;CESPED;;-90;;-L5,008.20;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-3;;-L270.00;;-1;;-L120.00;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-2;;-L140.00;;-1;;-L59.26;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;HIGIENE;;;;;;-2;;-L68.08;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON LIQUIDO;;-1;;-L100.00;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON P/TRASTE;;-1;;-L25.00;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-12;;-L281.16;;-1;;-L113.52;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;SISTEMA ELECTRICO;ACCESORIOS ELECTRICOS;CONECTORES ELECTRICO;;-1;;-L55.39;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;-20;;-L1,932.80;;;;;
FEBRERO;EL PARAISO AEC;Diarios de Suministros;SISTEMA ELECTRICO;INTERRUPTORES Y TOMACORRIENTES;INTERRUPTORES;;-2;;-L58.34;;;;;
FEBRERO;EL PARAISO AEC;Diarios Uniformes;UNIFORMES;SEGURIDAD;CAMISA P/SEGURIDAD M/L;;;;;;-2;;-L182.74;
FEBRERO;EL PARAISO AEC;(en blanco);SISTEMA ELECTRICO;ACCESORIOS ELECTRICOS;CONECTORES ELECTRICO;;;2;;L57.08;;;;
FEBRERO;ELECTRICIDAD;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;;;;;;-1;;-L347.82;
FEBRERO;ENFERMERIA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BATERIAS;;;;;;-4;;-L35.35;
FEBRERO;ENFERMERIA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;;;;;-3;;-L3.30;
FEBRERO;ENFERMERIA;Diarios de Suministros;COCINA;UTENSILIOS DE COCINA;DESECHABLES;;;;;;-3;;-L29.63;
FEBRERO;ENFERMERIA;Diarios de Suministros;CONSTRUCCION;MATERIALES;CERAMICA;;-21;;-L4,196.64;;;;;
FEBRERO;ENFERMERIA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;;;;;-1;;-L13.94;
FEBRERO;ENFERMERIA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;;;;;-2;;-L49.90;
FEBRERO;ENFERMERIA;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MATERIAL QUIRURGICO;;;;;;-10;;-L5,332.90;
FEBRERO;ENFERMERIA;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-155;;-L1,295.00;;-52;;-L2,862.36;
FEBRERO;ENFERMERIA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;;;;;-2;;-L150.35;
FEBRERO;ENFERMERIA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;;;;;-2;;-L227.04;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;AIRE ACONDICIONADO;CLIMATICACION/ACCESORIOS;AIRE/ACCESORIO;;-153;;-L29,305.95;;-12;;-L9,532.42;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CELOFAN;;-1;;-L99.78;;;;;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CERA P/CONTAR;;;;;;-1;;-L13.33;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;;-3;;-L302.61;;;;;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-6;;-L137.76;;;;;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;HULES;;;;;;-3;;-L22.35;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL TERMICO;;-50;;-L621.59;;;;;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAMENTO BARRA;;-6;;-L5.93;;;;;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PISTOLAS;;-1;;-L32.89;;;;;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-1;;-L60.00;;-11;;-L1,000.00;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-5;;-L78.51;;-12;;-L160.96;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;CARPINTERIA;LAMINA CONTRACHAPADO;LAMINA DE FORMICA;;-4;;-L2,088.07;;;;;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;DISCOS CORTE;;-4;;-L222.61;;;;;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-97;;-L346.77;;;;;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;;-1,839;;-L1,005.85;;-110;;-L37.11;
FEBRERO;ENTRADA COPAN AEC;Diarios de Suministros;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;;;;;;-1;;-L83.24;
