MES;DEPARTAMENTO2;Serie Descripcion;Division;Categoria;Grupo;Proveedor;UNIDAD NEG 2025;UNIDAD POS 2026;COSTO NEG 2025;COSTO POS 2025;UNIDAD NEG 2026;UNIDAD NEG 2026;COSTO NEG 2026;COSTO POS 2026
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CORRECTORES;;-3;;-L12.84;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;DETECTORAS DE DINERO FALSO;;-16;;-L394.31;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;DISPENSADOR TAPE;;-2;;-L51.36;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;FASTENERS;;-2;;-L39.04;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;;-94;;-L85.11;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;;-2;;-L265.20;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPAS;;-1;;-L26.03;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;HILO DE PESCAR;;-2;;-L74.28;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;HULES;;-18;;-L134.10;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;LAPIZ GRAFITO;;-6;;-L57.33;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-60;;-L542.72;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MOBILIARIO DE OFICINA;;-3;;-L1,235.40;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;NOTAS ADHESIVAS;;-5;;-L79.98;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-2;;-L123.98;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL CARBON;;-1;;-L66.17;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL TERMICO;;-3,800;;-L61,188.59;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAPRECIO;;-185;;-L774.79;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PERFORADORA;;-4;;-L62.78;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PISTOLAS;;-26;;-L846.79;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;SILICON;;-30;;-L126.63;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-3;;-L327.61;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-172;;-L4,375.15;;;;;
NOVIEMBRE;0;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TIJERA;;-17;;-L250.39;;;;;
NOVIEMBRE;0;Diarios de Suministros;CARPINTERIA;LAMINA CONTRACHAPADO;FIBRAN;;-25;;-L16,850.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;CARPINTERIA;OBJETOS CARPINTERIA;LIJAS;;-15;;-L140.79;;;;;
NOVIEMBRE;0;Diarios de Suministros;COCINA;ENSERES DE HOGAR;DECORACIONES;;-3;;-L672.80;;;;;
NOVIEMBRE;0;Diarios de Suministros;COCINA;ENSERES DE HOGAR;MESAS;;-1;;-L1.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;COCINA;ENSERES DE HOGAR;OASIS;;-1;;-L3,079.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;COCINA;ENSERES DE HOGAR;PERCOLADORAS;;-1;;-L677.31;;;;;
NOVIEMBRE;0;Diarios de Suministros;COCINA;ENSERES DE HOGAR;PLANCHAS;;-3;;-L6,906.09;;;;;
NOVIEMBRE;0;Diarios de Suministros;COCINA;UTENSILIOS DE COCINA;DESECHABLES;;-31;;-L445.36;;;;;
NOVIEMBRE;0;Diarios de Suministros;COCINA;VIVERES;VIVERES;;-1,224;;-L10,863.17;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;DISCOS CORTE;;-6;;-L301.61;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-717;9;-L109,367.42;L21,375.90;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;MAQUINARIA;;-1;;-L133,565.21;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;TORNILLERIA;;-7,595;;-L5,627.94;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;ACCESORIOS DE GENERADORES;;-1;;-L9,727.37;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;AISLANTE;;-13;;-L412.04;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;CANALETAS;;-4;;-L460.02;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;CERAMICA;;-35;;-L20,065.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;CINTA AISLANTE;;-17;;-L1,920.29;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;DUCHA;;-2;;-L158.90;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;FRAGUADO;;-26;;-L5,300.88;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;LAMINA DUROCK T/Y;;-1;;-L720.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;LAMINAS ALUZIN;;-1;;-L32.80;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;MALLAS;;-2;;-L1,660.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;MASILLA;;-5;;-L2,889.16;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-2,101;1;-L31,652.45;L1,243.34;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;PEGAMENTO;;-3;;-L185.22;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;PINTURA;;-49;;-L22,960.02;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;POSTES;;-9;;-L396.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;SOLERAS;;-40;;-L11,903.60;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;TANQUES;;-2;;-L1,403.53;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;-4;;-L174.84;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;TUBERIA PVC;;-170;;-L20,650.62;;;;;
NOVIEMBRE;0;Diarios de Suministros;CONSTRUCCION;MATERIALES;VARILLAS;;-3;;-L258.91;;;;;
NOVIEMBRE;0;Diarios de Suministros;DECORACIONES;ADORNO DECORACION;ADORNOS NAVIDEÑOS;;-1;;-L844.96;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;ACCESORIOS TECNOLOGICOS;;-147;;-L141,421.67;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;ADAPTADORES;;-13;;-L260.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;CANALETA/IT;;-1;;-L307.02;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;COMPUTADORA;;-6;;-L4,845.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;CONECTORES;;-250;;-L154.41;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;FUENTES DE PODER;;-2;;-L386.06;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;IMPRESORA;;-5;;-L17,500.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;JACK;;-20;;-L120.72;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;LIMPIADORES;;-1;;-L176.07;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;MEMORIA;;-6;;-L737.39;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;MOUSE;;-3;;-L660.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;ROUTER;;-5;;-L17,000.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;SERVIDORES;;-2;;-L70,660.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;SONIDOS;;-3;;-L5,613.25;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;SWICHT;;-2;;-L354.08;;;;;
NOVIEMBRE;0;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TELEVISORE/SISTEMAS DE AUDIO;;-1;;-L9,300.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-64;;-L1,395.97;;;;;
NOVIEMBRE;0;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-229;;-L5,477.45;;;;;
NOVIEMBRE;0;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA TOSTATA;;-1;;-L307.95;;;;;
NOVIEMBRE;0;Diarios de Suministros;EMPAQUES;FLEJE;FLEJE;;-20;;-L2,420.58;;;;;
NOVIEMBRE;0;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MATERIAL QUIRURGICO;;-1;;-L26.09;;;;;
NOVIEMBRE;0;Diarios de Suministros;FARMACEUTICOS;MEDICAMENTOS;MEDICAMENTOS;;-390;;-L1,946.67;;;;;
NOVIEMBRE;0;Diarios de Suministros;HOGAR;MOBILIARIO;CAMA;;-3;;-L3.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;AMBIENTALES;;-71;;-L8,786.37;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;ANTIBACTERIAL;;-75;;-L4,355.95;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;BASUREROS;;-5;;-L1,560.02;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;CANASTAS;;-24;;-L3,238.50;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;CESPED;;-6;;-L70,902.86;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;CHEMICOL;;-9;;-L15.35;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-185;;-L8,432.75;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-24;;-L1,940.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;HIGIENE;;-18;;-L1,799.33;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON LIQUIDO;;-18;;-L1,080.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON P/TRASTE;;-16;;-L57.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;LIMPIADOR MADERA;;-4;;-L4,340.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;LIMPIADORES DE VIDRIO;;-16;;-L454.43;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;MECHAS TRAPEADOR;;-3;;-L1,229.76;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-216;;-L8,205.46;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PULIDORA PISOS Y ACCESORIOS;;-5;;-L879.65;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;TRAMPAS ROEDORES;;-5;;-L1,028.64;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;USO EXTERIORES LIMPIEZAS;;-28;;-L643.12;;;;;
NOVIEMBRE;0;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;VENENO FUMIGACIONES;;-1;;-L939.14;;;;;
NOVIEMBRE;0;Diarios de Suministros;MECANICA;REPUESTOS Y ACCESORIOS;ACEITES;;-3;;-L385.38;;;;;
NOVIEMBRE;0;Diarios de Suministros;SEGURIDAD;EQUIPO DE SEGURIDAD;ARMAS;;-15;;-L260,869.50;;;;;
NOVIEMBRE;0;Diarios de Suministros;SEGURIDAD;IMPLEMENTOS DE SEGURIDAD;RADIOS;;-16;;-L8,090.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;ACCESORIOS ELECTRICOS;CONECTORES ELECTRICO;;-780;;-L1,410.42;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;ACCESORIOS ELECTRICOS;TUBOS;;-35;;-L10,090.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;BATERIAS Y REGULADORES;BATERIAS;;-3;;-L7,970.98;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;BATERIAS Y REGULADORES;REGULADORES DE VOLTAJE;;-2;;-L20,726.27;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;ACCESORIOS;;-2;;-L920.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;-11;;-L6,504.79;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;INTERRUPTORES Y TOMACORRIENTES;INTERRUPTORES;;-53;;-L3,379.56;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;INTERRUPTORES Y TOMACORRIENTES;TOMACORRIENTES;;-7;;-L694.38;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;BREAKER DIFERENCIAL;;-2;;-L44.53;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;CABLES;;-1,246;;-L15,650.70;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;CAJAS;;-37;;-L2,516.90;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;CONTROLADOR;;-1;;-L410.00;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;MEDIDOR;;-1;;-L565.84;;;;;
NOVIEMBRE;0;Diarios de Suministros;SISTEMA ELECTRICO;TUBERÍA CONDUIT;DUCTERIA;;-13;;-L1,589.67;;;;;
NOVIEMBRE;0;Diarios Uniformes;ARTICULOS OFICINA;PAPELERIA Y UTILES;PORTA CARNET;;-5;;-L88.65;;;;;
NOVIEMBRE;0;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA ENTRENAMIENTO;;-3;;-L161.94;;;;;
NOVIEMBRE;0;Diarios Uniformes;UNIFORMES;OPERATIVOS;CAMISETA POLO;;-2;;-L290.00;;;;;
NOVIEMBRE;0;Historico de recepciones;AIRE ACONDICIONADO;CLIMATICACION/ACCESORIOS;AIRE/ACCESORIO;;;1;;L3,734.49;;;;
NOVIEMBRE;0;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;;;1;;L100.88;;;;
NOVIEMBRE;0;Historico de recepciones;ARTICULOS OFICINA;PAPELERIA Y UTILES;TABLERO;;;2;;L28.02;;;;
NOVIEMBRE;0;Historico de recepciones;COCINA;VIVERES;VIVERES;;;181;;L3,946.40;;;;
NOVIEMBRE;0;Historico de recepciones;CONSTRUCCION;MATERIALES;CERAMICA;;;24;;L5,944.23;;;;
NOVIEMBRE;0;Historico de recepciones;CONSTRUCCION;MATERIALES;LAMINAS ALUZIN;;;50;;L1,640.00;;;;
NOVIEMBRE;0;Historico de recepciones;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;;4;;L687.02;;;;
NOVIEMBRE;0;Historico de recepciones;CONSTRUCCION;MATERIALES;PINTURA;;;6;;L2,045.12;;;;
NOVIEMBRE;0;Historico de recepciones;ELECTRONICA;EQUIPO COMPUTO;ADAPTADORES;;;10;;L2,608.70;;;;
NOVIEMBRE;0;Historico de recepciones;ELECTRONICA;EQUIPO COMPUTO;SCANNER;;;1;;L13,260.87;;;;
NOVIEMBRE;0;Historico de recepciones;LIMPIEZA;UTENSILIOS LIMPIEZA;BOMBAS;;;9;;L262.80;;;;
NOVIEMBRE;0;Historico de recepciones;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;;10;;L1,200.00;;;;
NOVIEMBRE;0;Historico de recepciones;MECANICA;REPUESTOS Y ACCESORIOS;ACCESORIOS VEHICULOS;;;1;;L478.26;;;;
NOVIEMBRE;0;Historico de recepciones;MECANICA;REPUESTOS Y ACCESORIOS;ACEITES;;;19;;L6,434.90;;;;
NOVIEMBRE;0;Historico de recepciones;MECANICA;REPUESTOS Y ACCESORIOS;FILTROS;;;24;;L3,389.76;;;;
NOVIEMBRE;0;Historico de recepciones;MECANICA;REPUESTOS Y ACCESORIOS;TORNILLERIA VEHICULOS;;;2;;L67.30;;;;
NOVIEMBRE;0;Historico de recepciones;SISTEMA ELECTRICO;TRANSFERENCIAS Y CABLES;CABLES;;;653;;L28,806.55;;;;
NOVIEMBRE;0;(en blanco);ARTICULOS OFICINA;PAPELERIA Y UTILES;CINTA REGALO;;;40;;L5,843.38;;;;
NOVIEMBRE;0;(en blanco);ELECTRONICA;EQUIPO COMPUTO;TELEVISORE/SISTEMAS DE AUDIO;;;1;;L10,964.84;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CALCULADORA;;-2;;-L275.66;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL BOND;;-10;;-L617.06;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-13;;-L866.41;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;COCINA;UTENSILIOS DE COCINA;DESECHABLES;;-69;;-L882.63;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;COCINA;VIVERES;VIVERES;;-19;;-L1,599.46;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-41;;-L1,212.36;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-4;;-L97.37;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;AMBIENTALES;;-5;;-L277.12;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;CHEMICOL;;-7;;-L11.94;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-32;;-L686.98;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-4;;-L242.20;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON LIQUIDO;;-2;;-L120.00;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;JABON P/TRASTE;;-6;;-L21.38;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;LIMPIADORES DE VIDRIO;;-1;;-L27.81;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-36;;-L1,344.73;;;;;
NOVIEMBRE;ADMINISTRACION FINANCIERA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;USO EXTERIORES LIMPIEZAS;;-2;;-L74.62;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;CALCULADORA;;-5;;-L126.75;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;HULES;;-6;;-L44.69;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PAPEL TERMICO;;-50;;-L805.11;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PEGAPRECIO;;-5;;-L20.94;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;PISTOLAS;;-1;;-L32.45;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-6;;-L113.82;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;COCINA;UTENSILIOS DE COCINA;DESECHABLES;;-3;;-L28.75;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;COCINA;VIVERES;VIVERES;;-9;;-L625.43;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;CONSTRUCCION;HERRAMIENTAS;HERRAMIENTAS DE CONSTRUCCION;;-1;;-L52.71;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;CONSTRUCCION;MATERIALES;MATERIAL DE CONSTRUCCION;;-1;;-L13.73;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;CONSTRUCCION;MATERIALES;THINER;;-4;;-L174.51;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;ELECTRONICA;EQUIPO COMPUTO;TINTAS;;-1;;-L120.00;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA BASURA;;-11;;-L373.36;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA LISA;;-167;;-L3,391.81;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;EMPAQUES;BOLSAS;BOLSA TOSTATA;;-14;;-L179.83;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;AMBIENTALES;;-2;;-L110.85;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESENGRASANTE;;-1;;-L78.18;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DESINFECTANTES;;-3;;-L271.70;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;DETERGENTE;;-2;;-L120.80;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;LIMPIADORES DE VIDRIO;;-1;;-L28.05;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;LIMPIEZA;UTENSILIOS LIMPIEZA;PAPEL HIGIENICO;;-6;;-L233.04;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;SISTEMA ELECTRICO;ACCESORIOS ELECTRICOS;TUBOS;;-6;;-L1,740.00;;;;;
NOVIEMBRE;AEC MAYOREO MEGACARPA;Diarios de Suministros;SISTEMA ELECTRICO;ILUMINACIONES ELECTRICAS;TUBOS/CANDELAS ILUMINACION;;-6;;-L233.39;;;;;
NOVIEMBRE;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;BOLIGRAFOS;;-50;;-L50.63;;;;;
NOVIEMBRE;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;FOLDERS;;-100;;-L120.96;;;;;
NOVIEMBRE;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;GRAPADORA;;-1;;-L105.83;;;;;
NOVIEMBRE;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;MARCADORES;;-120;;-L1,446.79;;;;;
NOVIEMBRE;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TABLERO;;-1;;-L14.01;;;;;
NOVIEMBRE;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TALONARIOS;;-16;;-L1,316.42;;;;;
NOVIEMBRE;ALMACEN CDI;Diarios de Suministros;ARTICULOS OFICINA;PAPELERIA Y UTILES;TAPE;;-156;;-L3,338.98;;;;;
